name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,UHR_1,UHR_2,UHR_3,HBR_1,HBR_2,HBR_3
ENST00000415054.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415063.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415100.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415296.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415354.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415371.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415376.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415388.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415408.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415447.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415639.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415642.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415653.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415655.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415702.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415704.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415761.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415785.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000415961.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000416196.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000416275.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000416337.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000416352.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000416358.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000416405.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000416480.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000416498.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000416615.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000416786.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000416823.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000416920.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000416995.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000417145.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000417176.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000417332.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000417463.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000417497.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000417515.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000417682.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000417688.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000417702.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000417732.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000417782.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000417857.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000417906.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000417948.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000417957.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000418021.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000418047.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000418067.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000418102.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000418292.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000418321.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000418374.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000418590.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000418731.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000418783.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000418863.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000418876.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000419128.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000419222.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000419237.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000419303.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000419360.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000419387.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000419501.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000419643.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000419950.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420017.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420172.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420180.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420242.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420269.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420391.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420435.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420436.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420537.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420561.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420626.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420689.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420709.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420779.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420879.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420895.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000420944.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000421126.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000421145.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000421213.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000421232.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000421236.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000421503.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000421576.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000421656.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000421768.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000421957.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000421968.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000421988.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000422151.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000422191.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000422315.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000422403.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000422426.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000422450.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000422471.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000422489.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000422506.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000422608.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000422715.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000422833.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000422876.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000422915.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000422972.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423259.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423293.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423299.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423307.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423348.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423371.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423375.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423392.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423412.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423535.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423580.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423587.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423610.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423761.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423821.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423857.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423862.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423928.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000423972.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000424161.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000424232.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000424287.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000424393.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000424436.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000424613.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000424627.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000424656.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000424694.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000424706.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000424765.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000424770.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000424775.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000424973.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000425018.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000425038.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000425098.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000425375.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000425458.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000425476.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000425548.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000425948.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000426024.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000426113.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000426145.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000426220.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000426354.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000426621.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000426927.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000426939.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000427084.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000427147.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000427222.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000427360.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000427470.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000427528.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000427602.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000427632.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000427770.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000427789.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000427829.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000427834.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000427905.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000428061.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000428078.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000428253.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000428294.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000428374.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000428415.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000428540.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000428622.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000428682.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000428792.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000428937.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000428989.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000429025.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000429218.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000429435.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000429468.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000429622.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000429683.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000430127.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000430185.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000430306.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000430357.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000430449.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000430483.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000430525.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000430547.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000430579.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000430731.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000430807.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000430839.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000430869.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000430910.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000431036.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000431039.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000431124.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000431184.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000431201.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000431230.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000431237.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000431430.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000431481.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000431488.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000431535.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000431745.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000431834.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432052.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432130.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432134.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432186.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432239.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432249.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432300.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432360.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432373.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432455.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432485.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432495.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432498.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432502.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432568.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432595.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432623.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432756.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432867.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432879.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000432930.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000433039.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000433066.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000433230.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000433284.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000433387.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000433457.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000433561.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000433768.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000433831.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000433970.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000433992.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000434071.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000434193.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000434218.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000434221.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000434237.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000434260.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000434318.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000434327.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000434390.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000434570.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000434642.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000434730.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000434732.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000434741.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000434760.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
ENST00000434930.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
